file,steps,return,mean_reward,min_reward,max_reward
data/latent/train/1781975547656_heuristic_00000.npz,1000,102.6143726631999,0.10261437266319991,-0.10000000149011612,6.435947895050049
data/latent/train/1781975556701_heuristic_00001.npz,1000,11.111106671392918,0.011111106671392918,-0.10000000149011612,6.435947895050049
data/latent/train/1781975565096_heuristic_00002.npz,1000,106.40568802505732,0.10640568802505732,-0.10000000149011612,7.017437934875488
data/latent/train/1781975574208_heuristic_00003.npz,1000,106.34919961541891,0.10634919961541892,-0.10000000149011612,6.24920654296875
data/latent/train/1781975583574_heuristic_00004.npz,1000,21.863795556128025,0.021863795556128024,-0.10000000149011612,7.068458557128906
data/latent/train/1781975592337_heuristic_00005.npz,1000,56.92307139933109,0.056923071399331095,-0.10000000149011612,6.05384635925293
data/latent/train/1781975601594_heuristic_00006.npz,1000,75.25772596895695,0.07525772596895695,-0.10000000149011612,6.772852420806885
data/latent/train/1781975611090_heuristic_00007.npz,1000,91.72932473570108,0.09172932473570108,-0.10000000149011612,7.418797016143799
data/latent/train/1781975620542_heuristic_00008.npz,1000,98.65319287776947,0.09865319287776947,-0.10000000149011612,6.634006500244141
data/latent/train/1781975629865_heuristic_00009.npz,1000,184.17265916615725,0.18417265916615724,-0.10000000149011612,7.094244480133057
data/latent/train/1781975638980_heuristic_00010.npz,1000,78.45117327570915,0.07845117327570915,-0.10000000149011612,6.634006500244141
data/latent/train/1781975648229_heuristic_00011.npz,1000,68.19571396708488,0.06819571396708489,-0.10000000149011612,6.016208171844482
data/latent/train/1781975657159_heuristic_00012.npz,1000,68.31682926416397,0.06831682926416396,-0.10000000149011612,6.500659942626953
data/latent/train/1781975666230_heuristic_00013.npz,1000,125.4545416161418,0.1254545416161418,-0.10000000149011612,7.172727108001709
data/latent/train/1781975675666_heuristic_00014.npz,1000,61.09422332048416,0.06109422332048416,-0.10000000149011612,5.979027271270752
data/latent/train/1781975684660_heuristic_00015.npz,1000,70.6484597325325,0.0706484597325325,-0.10000000149011612,6.72593879699707
data/latent/train/1781975694262_heuristic_00016.npz,1000,144.44443622231483,0.14444443622231484,-0.10000000149011612,6.24920654296875
data/latent/train/1781975703598_heuristic_00017.npz,1000,63.46154099702835,0.06346154099702835,-0.10000000149011612,6.310256481170654
data/latent/train/1781975713363_heuristic_00018.npz,1000,111.00916776061058,0.11100916776061058,-0.10000000149011612,6.016208171844482
data/latent/train/1781975722846_heuristic_00019.npz,1000,96.07842514663935,0.09607842514663935,-0.10000000149011612,6.435947895050049
data/latent/train/1781975731978_heuristic_00020.npz,1000,-3.010036200284958,-0.0030100362002849577,-0.10000000149011612,6.588963031768799
data/latent/train/1781975740977_heuristic_00021.npz,1000,-34.4262311309576,-0.0344262311309576,-0.10000000149011612,6.457376956939697
data/latent/train/1781975750371_heuristic_00022.npz,1000,45.669286482036114,0.045669286482036116,-0.10000000149011612,7.7740159034729
data/latent/train/1781975759513_heuristic_00023.npz,1000,33.33333396166563,0.03333333396166563,-0.10000000149011612,6.917543888092041
data/latent/train/1781975767951_heuristic_00024.npz,1000,50.000001050531864,0.050000001050531866,-0.10000000149011612,7.0428571701049805
data/latent/train/1781975776928_heuristic_00025.npz,1000,223.0769201889634,0.2230769201889634,-0.10000000149011612,7.5923075675964355
data/latent/train/1781975785803_heuristic_00026.npz,1000,39.455783270299435,0.03945578327029944,-0.10000000149011612,6.702721118927002
data/latent/train/1781975795046_heuristic_00027.npz,1000,22.92358397692442,0.02292358397692442,-0.10000000149011612,6.54451847076416
data/latent/train/1781975804219_heuristic_00028.npz,1000,59.46843310445547,0.05946843310445547,-0.10000000149011612,6.54451847076416
data/latent/train/1781995586132_heuristic_00000.npz,1000,199.31973197311163,0.19931973197311162,-0.10000000149011612,6.702721118927002
data/latent/train/1781995595407_heuristic_00001.npz,1000,74.90494633466005,0.07490494633466005,-0.10000000149011612,7.504562854766846
data/latent/train/1781995605201_heuristic_00002.npz,1000,0.2949855700135231,0.0002949855700135231,-0.10000000149011612,5.7997050285339355
data/latent/train/1781995614740_heuristic_00003.npz,1000,64.51613336801529,0.06451613336801529,-0.10000000149011612,6.3516130447387695
data/latent/train/1781995624027_heuristic_00004.npz,1000,135.49487508833408,0.13549487508833408,-0.10000000149011612,6.72593879699707
data/latent/train/1781995633130_heuristic_00005.npz,1000,67.88320627808571,0.06788320627808571,-0.10000000149011612,7.199270248413086
data/latent/train/1781995642283_heuristic_00006.npz,1000,53.58361368626356,0.05358361368626356,-0.10000000149011612,6.72593879699707
data/latent/train/1781995651476_heuristic_00007.npz,1000,22.516551725566387,0.022516551725566387,-0.10000000149011612,6.52251672744751
data/latent/train/1781995660611_heuristic_00008.npz,1000,108.75420296937227,0.10875420296937227,-0.10000000149011612,6.634006500244141
data/latent/train/1781995669694_heuristic_00009.npz,1000,70.28985105454922,0.07028985105454921,-0.10000000149011612,7.146376609802246
data/latent/train/1781995678845_heuristic_00010.npz,1000,43.39622611552477,0.043396226115524766,-0.10000000149011612,7.447169780731201
data/latent/train/1781995688182_heuristic_00011.npz,1000,71.05262710154057,0.07105262710154056,-0.10000000149011612,6.478947162628174
data/latent/train/1781995697152_heuristic_00012.npz,1000,96.15384379774332,0.09615384379774332,-0.10000000149011612,7.5923075675964355
data/latent/train/1781995707003_heuristic_00013.npz,1000,-56.65634798258543,-0.05665634798258543,-0.10000000149011612,6.091950416564941
data/latent/train/1781995715968_heuristic_00014.npz,1000,28.787879265844822,0.02878787926584482,-0.10000000149011612,7.475757598876953
data/latent/train/1781995725381_heuristic_00015.npz,1000,177.41936337202787,0.17741936337202788,-0.10000000149011612,6.3516130447387695
data/latent/train/1781995734609_heuristic_00016.npz,1000,117.22845862060785,0.11722845862060785,-0.10000000149011612,7.390636920928955
data/latent/train/1781995743605_heuristic_00017.npz,1000,103.2520335316658,0.1032520335316658,-0.10000000149011612,8.030081748962402
data/latent/train/1781995753128_heuristic_00018.npz,1000,219.3548488020897,0.2193548488020897,-0.10000000149011612,6.3516130447387695
data/latent/train/1781995762779_heuristic_00019.npz,1000,-34.5794418156147,-0.0345794418156147,-0.10000000149011612,6.130529403686523
data/latent/train/1781995772209_heuristic_00020.npz,1000,3.77358478307724,0.00377358478307724,-0.10000000149011612,6.189308166503906
data/latent/train/1781995781052_heuristic_00021.npz,1000,152.59515013545752,0.15259515013545752,-0.10000000149011612,6.820415019989014
data/latent/train/1781995790154_heuristic_00022.npz,1000,100.7722048908472,0.1007722048908472,-0.10000000149011612,7.622007846832275
data/latent/train/1781995799509_heuristic_00023.npz,1000,44.26229362934828,0.044262293629348276,-0.10000000149011612,6.457376956939697
data/latent/train/1781995808764_heuristic_00024.npz,1000,53.55804838985205,0.05355804838985205,-0.10000000149011612,7.390636920928955
data/latent/train/1781995818312_heuristic_00025.npz,1000,10.726640112698078,0.010726640112698077,-0.10000000149011612,6.820415019989014
data/latent/train/1781995827249_heuristic_00026.npz,1000,-2.6217256784439087,-0.002621725678443909,-0.10000000149011612,7.390636920928955
data/latent/train/1781995836527_heuristic_00027.npz,1000,34.482758566737175,0.03448275856673717,-0.10000000149011612,6.796551704406738
data/latent/train/1781995845712_heuristic_00028.npz,1000,48.69888534396887,0.04869888534396887,-0.10000000149011612,7.334944248199463
data/latent/train/1781995855626_heuristic_00029.npz,1000,58.045972034335136,0.05804597203433513,-0.10000000149011612,5.6471266746521
data/latent/train/1781995865173_heuristic_00030.npz,1000,59.16954584419727,0.05916954584419727,-0.10000000149011612,6.820415019989014
data/latent/train/1781995874538_heuristic_00031.npz,1000,197.7941180318594,0.1977941180318594,-0.10000000149011612,7.252941131591797
