rollout_id,source_file,source_t,horizon,discounted_return,undiscounted_return,mean_reward,max_reward,min_reward,steer_mean,gas_mean,brake_mean,steer_abs_gt_09_frac,gas_gt_095_frac,brake_lt_005_frac
30,data/latent/train/1781996102422_random_00000.npz,688,300,51.59099578857422,89.05200958251953,0.29684004187583923,1.7236032485961914,-0.11188244819641113,0.3479252755641937,0.999962568283081,1.4251470474846428e-06,0.13333334028720856,1.0,1.0
31,data/latent/train/1781996055450_forward_00003.npz,92,300,8.909494400024414,56.6092643737793,0.18869753181934357,0.6446130275726318,-0.11175143718719482,0.09746911376714706,0.9999998807907104,2.2649764730431343e-08,0.05000000074505806,1.0,1.0
32,data/latent/train/1781996136517_random_00004.npz,161,300,30.57432746887207,93.01303100585938,0.31004342436790466,1.051438570022583,-0.08229982852935791,0.08528489619493484,0.9999998807907104,3.119309610610799e-08,0.06666667014360428,1.0,1.0
33,data/latent/train/1781996119373_random_00002.npz,572,300,47.30921173095703,135.89967346191406,0.45299890637397766,1.8132619857788086,-0.09635376930236816,0.03742438554763794,0.9999998211860657,6.119410045357654e-08,0.0533333346247673,1.0,1.0
34,data/latent/train/1781995753128_heuristic_00018.npz,377,300,11.592306137084961,66.24026489257812,0.22080087661743164,1.2862954139709473,-0.11612868309020996,0.23438763618469238,0.9999026656150818,4.887580828949467e-08,0.1433333307504654,1.0,1.0
35,data/latent/train/1781995595407_heuristic_00001.npz,323,300,23.62889862060547,150.7246856689453,0.5024155974388123,1.6492767333984375,-0.10636162757873535,0.02916005440056324,0.9999998211860657,1.599391374895731e-08,0.02666666731238365,1.0,1.0
36,data/latent/train/1781996019435_heuristic_00047.npz,686,300,0.681323230266571,40.595890045166016,0.13531965017318726,1.1396925449371338,-0.11463463306427002,0.09510008245706558,0.9999995827674866,2.715985090162576e-07,0.029999999329447746,1.0,1.0
37,data/latent/train/1781995678845_heuristic_00010.npz,972,300,36.254295349121094,107.32281494140625,0.35774269700050354,1.1647732257843018,-0.11303496360778809,0.17361637949943542,0.9999957084655762,3.001093773491448e-07,0.03333333507180214,1.0,1.0
38,data/latent/train/1781996078705_forward_00014.npz,240,300,8.513518333435059,37.5023193359375,0.1250077188014984,0.7693488597869873,-0.10567712783813477,0.11546395719051361,0.9999985694885254,7.738669438595025e-08,0.3566666543483734,1.0,1.0
39,data/latent/train/1781996055450_forward_00003.npz,158,300,39.28439712524414,99.9811019897461,0.333270400762558,1.1120519638061523,-0.10693943500518799,0.06741299480199814,0.9999998807907104,2.0166238456909014e-08,0.07333333045244217,1.0,1.0
40,data/latent/train/1781995911953_heuristic_00035.npz,830,300,28.471466064453125,94.13302612304688,0.31377673149108887,1.4602687358856201,-0.11141097545623779,0.15740591287612915,0.9999988079071045,5.076329046005412e-08,0.046666666865348816,1.0,1.0
41,data/latent/train/1781996187436_random_00010.npz,460,300,42.93449401855469,135.9705352783203,0.45323505997657776,1.89133620262146,-0.1084742546081543,0.07140496373176575,0.9999403953552246,2.2898117890690628e-07,0.0533333346247673,1.0,1.0
42,data/latent/train/1781995954713_heuristic_00040.npz,317,300,6.855358600616455,74.02776336669922,0.24675920605659485,1.0894010066986084,-0.11414968967437744,0.061771079897880554,0.9999988079071045,2.6226043559063328e-08,0.07333333045244217,1.0,1.0
43,data/latent/train/1781996127947_random_00003.npz,543,300,66.56675720214844,161.51715087890625,0.538390576839447,2.0778884887695312,-0.09745216369628906,0.1032070741057396,0.9999989867210388,1.341104507446289e-07,0.036666665226221085,1.0,1.0
44,data/latent/train/1781995883579_heuristic_00032.npz,601,300,14.407736778259277,77.83938598632812,0.2594646215438843,0.8188064098358154,-0.11863899230957031,0.050100523978471756,0.9999998807907104,2.3742517285540998e-08,0.046666666865348816,1.0,1.0
45,data/latent/train/1781995595407_heuristic_00001.npz,913,300,3.481915235519409,61.78975296020508,0.20596584677696228,1.6474387645721436,-0.11849641799926758,0.4906102418899536,0.999907910823822,2.364317630565438e-08,0.4033333361148834,1.0,1.0
46,data/latent/train/1781995725381_heuristic_00015.npz,409,300,39.7677001953125,117.60166931152344,0.3920056223869324,1.5536413192749023,-0.08872842788696289,0.08831115812063217,0.9999994039535522,9.417534130307104e-08,0.06666667014360428,1.0,1.0
47,data/latent/train/1781975583574_heuristic_00004.npz,551,300,11.02493667602539,65.37017822265625,0.2179005891084671,1.1483306884765625,-0.11565911769866943,0.12325400114059448,0.9999982714653015,2.801418297337932e-08,0.05000000074505806,1.0,1.0
48,data/latent/train/1781995963949_heuristic_00041.npz,411,300,14.82666301727295,69.94368743896484,0.23314562439918518,0.7169793844223022,-0.10512089729309082,0.07983897626399994,0.9999994039535522,1.5745560233426659e-07,0.03333333507180214,1.0,1.0
49,data/latent/train/1781995991387_heuristic_00044.npz,153,300,26.31509017944336,100.87477111816406,0.3362492024898529,0.8708102703094482,-0.08270144462585449,0.052708446979522705,1.0,7.013479574879966e-08,0.08666666597127914,1.0,1.0
50,data/latent/train/1781996057994_forward_00004.npz,12,300,81.8567886352539,193.81857299804688,0.646061897277832,1.8130111694335938,-0.1064751148223877,0.09453856945037842,0.9999979734420776,6.179014633289626e-08,0.05666666850447655,1.0,1.0
51,data/latent/train/1781996195874_random_00011.npz,233,300,28.154752731323242,91.94023895263672,0.3064674735069275,0.9582358002662659,-0.08774864673614502,0.07712206989526749,0.9999998807907104,4.192193259200394e-08,0.05000000074505806,1.0,1.0
52,data/latent/train/1781975767951_heuristic_00024.npz,608,300,25.315113067626953,88.50363159179688,0.29501211643218994,1.3079590797424316,-0.11291944980621338,0.05669667571783066,0.9999998807907104,2.364317630565438e-08,0.05999999865889549,1.0,1.0
53,data/latent/train/1781995614740_heuristic_00003.npz,904,300,22.25712013244629,87.9345703125,0.2931152284145355,1.0348618030548096,-0.11936712265014648,0.051229242235422134,0.9999995827674866,3.010034532735517e-08,0.04333333298563957,1.0,1.0
54,data/latent/train/1781996062126_forward_00006.npz,3,300,69.2300033569336,175.0761260986328,0.583587110042572,2.0189709663391113,-0.09677481651306152,0.03964328393340111,0.9802627563476562,1.0900100278377067e-05,0.05000000074505806,0.9766666889190674,1.0
55,data/latent/train/1781975722846_heuristic_00019.npz,459,300,-7.4761834144592285,-25.349271774291992,-0.08449756354093552,-0.001083139330148697,-0.09995639324188232,0.21107104420661926,0.9999969601631165,1.0074178362629027e-06,0.02666666731238365,1.0,1.0
56,data/latent/train/1781995991387_heuristic_00044.npz,812,300,16.46365737915039,90.37106323242188,0.3012368679046631,0.9459717869758606,-0.08221018314361572,0.06183973327279091,0.9999994039535522,3.1689804558254764e-08,0.029999999329447746,1.0,1.0
57,data/latent/train/1781995945841_heuristic_00039.npz,961,300,29.694095611572266,94.44009399414062,0.31480029225349426,1.0276024341583252,-0.0547797717154026,0.06956616789102554,0.9999998211860657,6.165107038214046e-07,0.05666666850447655,1.0,1.0
