seq_id,source_file,source_t,reward_sum_undiscounted,reward_sum_discounted,reward_mean,reward_max,lambda_t0,lambda_mean_all_steps,reward_component_t0,value_component_t0,value_t0,terminal_value,value_mean,value_max,value_min,steer_mean,gas_mean,brake_mean,steer_abs_gt_09_frac,gas_gt_095_frac,brake_lt_005_frac
12,data/latent/train/1781995605201_heuristic_00002.npz,858,-1.7776521444320679,-1.658309817314148,-0.11851014196872711,-0.11716270446777344,31.626590728759766,36.54548645019531,-1.197416067123413,32.82401657104492,30.101642608642578,42.321475982666016,32.608585357666016,42.321475982666016,28.737369537353516,-0.3434230089187622,0.9998210072517395,1.4106431933669228e-07,0.6000000238418579,1.0,1.0
13,data/latent/train/1781995715968_heuristic_00014.npz,34,8.54724407196045,7.942285537719727,0.5698162913322449,0.7125558853149414,82.9732437133789,83.86074829101562,5.608172416687012,77.36508178710938,83.97838592529297,84.89440155029297,86.6775131225586,90.30240631103516,83.97838592529297,-0.08530852198600769,0.9999966025352478,0.0,0.4000000059604645,1.0,1.0
14,data/latent/train/1781995874538_heuristic_00031.npz,730,-1.6593167781829834,-1.549885630607605,-0.11062111705541611,-0.09850800037384033,42.061866760253906,46.51387023925781,-1.1272239685058594,43.189083099365234,37.655120849609375,51.53767013549805,45.612239837646484,51.53767013549805,37.655120849609375,-0.10913588106632233,0.9999353885650635,4.6690306021446304e-07,0.6000000238418579,1.0,1.0
15,data/latent/train/1781995927298_heuristic_00037.npz,176,-1.5162169933319092,-1.4073209762573242,-0.10108113288879395,-0.07670450210571289,19.103069305419922,18.97941780090332,-0.9892958402633667,20.092363357543945,26.176132202148438,20.059803009033203,23.80209732055664,27.930715560913086,20.059803009033203,0.36395445466041565,0.999967634677887,9.934107758624577e-09,0.20000000298023224,1.0,1.0
16,data/latent/train/1781975611090_heuristic_00007.npz,864,-1.3155351877212524,-1.240425944328308,-0.08770234882831573,-0.05220675840973854,51.2346305847168,55.19676971435547,-0.9428340196609497,52.17745590209961,51.510921478271484,59.71262741088867,57.013755798339844,59.79071044921875,51.510921478271484,0.33291497826576233,0.9993900060653687,1.8378099184701568e-06,0.6000000238418579,1.0,1.0
17,data/latent/train/1781975556701_heuristic_00001.npz,542,-1.0686655044555664,-1.0132743120193481,-0.07124436646699905,-0.01902628317475319,54.14028549194336,59.66415023803711,-0.7921191453933716,54.932411193847656,44.62815475463867,64.66524505615234,58.87538146972656,65.37065887451172,44.62815475463867,-0.46626949310302734,0.9994153380393982,3.7590662032016553e-06,1.0,1.0,1.0
18,data/latent/train/1781975601594_heuristic_00006.npz,300,-0.8020771741867065,-0.735625147819519,-0.05347181111574173,0.029783125966787338,59.45771408081055,64.19607543945312,-0.48194003105163574,59.939674377441406,58.00132751464844,70.08562469482422,64.35935974121094,70.08562469482422,58.00132751464844,0.2943941652774811,0.9999513030052185,1.5894572769070692e-08,0.6000000238418579,1.0,1.0
19,data/latent/train/1781995669694_heuristic_00009.npz,423,-1.0543549060821533,-0.9578989148139954,-0.07029032707214355,0.03672933205962181,47.28788375854492,50.34535598754883,-0.5929298400878906,47.88082504272461,50.11797332763672,54.34809494018555,52.813507080078125,55.60725402832031,48.81788635253906,0.27769938111305237,0.9999736547470093,2.1855036891338386e-08,0.3333333432674408,1.0,1.0
20,data/latent/train/1781995605201_heuristic_00002.npz,29,10.288118362426758,9.542757987976074,0.6858745813369751,0.8567166328430176,89.99286651611328,91.7358627319336,6.671086311340332,83.32178497314453,85.86445617675781,92.82046508789062,92.39530181884766,95.8894271850586,85.86445617675781,-0.17088879644870758,0.9999829530715942,1.9868215961338365e-09,0.5333333611488342,1.0,1.0
21,data/latent/train/1781975547656_heuristic_00000.npz,125,4.6660284996032715,4.402093887329102,0.3110685646533966,0.6986191272735596,69.90947723388672,70.37959289550781,3.3893609046936035,66.5201187133789,75.96348571777344,72.94940948486328,74.5566635131836,76.84104919433594,72.72200775146484,0.22661210596561432,0.9999657273292542,0.0,0.13333334028720856,1.0,1.0
