steer,gas,brake
-1.0,0.9999413,4.23193e-06
1.0,0.99996436,0.0
-1.0,0.9999993,0.0
1.0,0.99980474,0.0
0.97059363,0.9996291,1.6093254e-06
0.9591395,0.9999935,0.0
-1.0,0.9999995,0.0
0.99920404,0.99999654,0.0
-1.0,0.99999994,0.0
0.99994946,0.99999416,0.0
-1.0,1.0,0.0
1.0,0.9951528,4.172325e-07
0.9999892,0.9996127,4.4703484e-07
-0.99993324,0.9999912,2.9802322e-08
-1.0,0.9999963,1.7881393e-07
-1.0,0.99999976,0.0
0.9999992,0.9999105,2.9802322e-08
0.9996656,0.99987364,1.1920929e-07
