steer,gas,brake
-1.0,0.99999994,0.0
-0.99999976,0.99962425,2.5093555e-05
-0.6958404,0.99904454,1.9818544e-05
0.99993914,0.99776405,1.1473894e-05
1.0,0.996886,8.5532665e-06
1.0,0.99925077,1.1920929e-07
1.0,0.9999022,0.0
-0.99999994,0.99999994,0.0
-0.8533744,0.9999991,0.0
-0.9999992,0.9999996,0.0
-1.0,0.99999714,2.9802322e-08
-1.0,0.99999976,0.0
-0.91043764,0.9999591,5.9604645e-08
0.9446072,0.99999475,0.0
-0.9999911,0.99999845,0.0
-1.0,0.9999993,0.0
1.0,0.9995955,1.1920929e-07
0.9999995,0.99999046,0.0
-1.0,0.9999757,2.9802322e-07
-0.9999978,0.99999964,0.0
-1.0,0.9999962,2.9802322e-08
0.9999356,0.9956651,3.3468008e-05
-1.0,0.99999934,0.0
-1.0,0.99999654,8.940697e-08
-0.95356286,0.9999945,0.0
0.9999993,0.99977875,1.1920929e-07
-0.9999989,0.9999973,0.0
0.39808664,0.99999464,0.0
-1.0,0.99999964,0.0
-0.9999998,0.99978167,9.119511e-06
-1.0,0.9999983,2.9802322e-08
1.0,0.9912538,1.66893e-06
-1.0,0.9999963,2.9802322e-08
1.0,0.99995095,0.0
-0.90865433,0.999998,0.0
0.9999937,0.9999618,0.0
0.47158054,0.9999988,0.0
-0.62834835,0.9999856,0.0
-0.99887913,0.9999994,0.0
1.0,0.99486184,7.122755e-06
1.0,0.99994576,0.0
-1.0,0.99999994,0.0
0.9999931,0.9999911,0.0
1.0,0.99801624,4.142523e-06
1.0,0.99989873,0.0
1.0,0.5905828,0.0018957555
1.0,0.9911419,1.4007092e-06
-1.0,0.999996,8.940697e-08
0.99999285,0.9999447,2.9802322e-08
-1.0,1.0,0.0
1.0,0.9829587,5.632639e-06
0.94943786,0.999964,2.9802322e-08
-0.33415174,0.99999917,0.0
-0.968917,0.9999976,0.0
-1.0,1.0,0.0
-0.98216194,0.99999934,0.0
0.99990994,0.99852085,6.556511e-06
0.99999994,0.99999714,0.0
-1.0,0.99993,2.7120113e-06
-1.0,0.9999993,0.0
-0.9466932,0.999998,0.0
0.9999995,0.99993014,2.9802322e-08
-1.0,0.999998,2.9802322e-08
1.0,0.9990628,5.9604645e-08
-1.0,0.9995762,0.00011438131
-1.0,1.0,0.0
-0.9981336,0.9987167,4.1157007e-05
0.9999931,0.99998033,0.0
1.0,0.9989593,4.172325e-07
0.9999994,0.99997413,0.0
1.0,0.9989288,8.6426735e-07
-0.9935904,0.999997,0.0
-1.0,0.99999917,0.0
-1.0,0.99999994,0.0
-0.4913341,0.99999285,0.0
-0.6383772,0.999999,0.0
0.9947148,0.99999905,0.0
0.76501673,0.99999905,0.0
-0.9556943,0.9999999,0.0
0.9986999,0.9998883,1.1920929e-07
0.9999998,0.9998864,2.9802322e-08
-1.0,0.9999998,0.0
1.0,0.9949237,5.811453e-06
-0.8333422,0.9999881,0.0
-0.99999994,0.99999976,0.0
-1.0,0.99999994,0.0
-1.0,0.99999994,0.0
1.0,0.9903935,1.6987324e-06
0.9999729,0.9999901,0.0
-0.9999991,0.9999211,9.536743e-07
-1.0,0.9999975,0.0
1.0,0.9891752,4.6491623e-06
0.97229284,0.99992895,5.9604645e-08
0.9999951,0.99991566,2.9802322e-08
-1.0,0.9999999,0.0
0.7329119,0.9993007,4.798174e-06
0.99996084,0.9999951,0.0
-1.0,1.0,0.0
-0.99997294,0.9999894,2.9802322e-08
-0.9999988,0.99965626,1.7493963e-05
0.9891895,0.9999993,0.0
-0.9997069,0.9999976,0.0
-0.9999995,1.0,0.0
-0.96965045,0.99999964,0.0
-0.30618888,0.99999475,0.0
-1.0,0.99999994,0.0
1.0,0.99276423,9.834766e-07
1.0,0.99992335,0.0
0.9999989,0.99999106,0.0
-1.0,1.0,0.0
-0.999938,0.9999999,0.0
-1.0,0.99999964,0.0
-1.0,0.9999113,6.2286854e-06
0.9999915,0.9999964,0.0
-1.0,0.9999579,4.2915344e-06
0.9998198,0.99999857,0.0
0.9999912,0.99976385,1.7881393e-07
1.0,0.9996407,0.0
-0.999316,0.99998915,2.9802322e-08
0.99999344,0.9999488,2.9802322e-08
0.999983,0.99993134,2.9802322e-08
-1.0,0.9999999,0.0
-0.1552785,0.997169,6.937981e-05
1.0,0.99789715,5.066395e-07
0.9613219,0.9999995,0.0
-0.9996547,0.9999958,0.0
-1.0,0.9999976,0.0
0.9998518,0.9992656,1.9073486e-06
1.0,0.9983777,6.854534e-07
0.9999999,0.99451643,2.2679567e-05
-1.0,0.9997784,1.8686056e-05
1.0,0.9974956,1.4901161e-07
0.9999878,0.9997743,1.7881393e-07
0.14897957,0.9999999,0.0
-0.8364337,0.9999975,0.0
-1.0,0.9999994,0.0
-1.0,0.9999994,0.0
1.0,0.9999777,0.0
-1.0,1.0,0.0
-0.9990544,0.99999833,0.0
1.0,0.9999298,0.0
-1.0,1.0,0.0
-1.0,1.0,0.0
-0.9998704,0.99999964,0.0
-0.9922514,0.99999654,0.0
-1.0,1.0,0.0
-0.740407,0.99999917,0.0
1.0,0.9999902,0.0
1.0,0.99790096,1.8775463e-06
1.0,0.9982381,1.2814999e-06
-0.9999998,0.9999999,0.0
1.0,0.9999387,0.0
1.0,0.9999063,0.0
-0.9999946,0.9999999,0.0
0.50022674,0.99999934,0.0
0.99999887,0.9988835,2.2351742e-06
1.0,0.99680513,2.503395e-06
0.9999988,0.99997735,0.0
-0.99999774,0.9999821,8.940697e-08
-0.99999624,0.999964,2.3841858e-07
-1.0,0.99990904,1.5377998e-05
-0.9986025,0.9999297,2.3841858e-07
0.99999994,0.9999902,0.0
-0.71044767,0.9999548,8.940697e-08
-1.0,1.0,0.0
-1.0,0.9997246,4.0113926e-05
-0.99957395,0.9999974,0.0
0.17810558,0.9999916,0.0
-1.0,0.99999994,0.0
-0.99999946,0.99877846,0.00012892485
0.9999925,0.9999983,0.0
-0.7750105,0.9999969,0.0
-0.9999247,0.99999976,0.0
-0.9996872,0.9998625,1.1324883e-06
-0.99999547,0.99999994,0.0
-0.99615633,0.99999917,0.0
-0.9999981,1.0,0.0
-1.0,1.0,0.0
-1.0,0.9999999,0.0
-0.99995923,0.99999964,0.0
-0.9997866,0.9996074,1.0848045e-05
-1.0,0.9999778,3.2782555e-07
1.0,0.9998287,0.0
1.0,0.99998844,0.0
-1.0,1.0,0.0
-1.0,0.99999434,2.682209e-07
-1.0,1.0,0.0
0.9999985,0.9999958,0.0
-0.9582897,0.99999976,0.0
-0.9999999,0.99998903,5.9604645e-08
-1.0,0.99999964,0.0
0.9982925,0.9999753,0.0
-1.0,0.99999523,1.6987324e-06
-0.99900705,0.99982476,2.3543835e-06
-0.9999626,0.9999995,0.0
-0.6022754,0.99999595,0.0
-0.99999994,0.99999905,0.0
-1.0,0.9999987,0.0
-0.77846056,0.9999995,0.0
0.99999946,0.9999924,0.0
-0.99999845,0.9999992,0.0
-1.0,0.9999999,0.0
-1.0,0.9999993,0.0
-1.0,0.99998665,1.4901161e-07
-1.0,0.9999999,0.0
-1.0,0.9999991,0.0
-1.0,0.9999998,0.0
-0.9999974,0.9999474,4.7683716e-07
1.0,0.9904587,7.1525574e-06
-0.99427474,0.9999926,0.0
-0.99999934,0.99999976,0.0
0.99989885,0.9987904,4.61936e-06
-1.0,0.9999102,5.930662e-06
-0.2626569,0.9987854,1.8626451e-05
-1.0,0.99999976,0.0
-0.9492108,0.9999945,0.0
1.0,0.9917362,4.23193e-06
1.0,0.9995684,2.9802322e-08
-1.0,1.0,0.0
-1.0,0.9999997,0.0
-1.0,0.99999994,0.0
-1.0,0.9999995,0.0
-1.0,0.9999658,4.172325e-07
-0.99999833,0.99991727,1.1026859e-06
1.0,0.9973804,2.3841858e-07
-1.0,0.99999917,0.0
0.7347491,0.99999416,0.0
1.0,0.997855,9.23872e-07
-1.0,0.9999996,0.0
-0.9996664,0.99999994,0.0
-1.0,0.9999939,1.7881393e-07
1.0,0.99973196,8.940697e-08
0.996542,0.99999344,0.0
-0.96854365,0.9999993,0.0
-1.0,1.0,0.0
-0.9999895,0.9999994,0.0
-0.9999989,0.99999106,2.9802322e-08
-1.0,0.9999732,4.172325e-07
0.16330434,0.9999971,0.0
-1.0,0.99999964,0.0
-1.0,0.99988,1.0728836e-05
0.9997447,0.99902976,4.2021275e-06
-0.9999992,0.9999798,1.1920929e-07
1.0,0.9917661,8.6426735e-07
-0.9999817,0.99940664,2.6106834e-05
-0.9995464,0.99999976,0.0
0.99239624,0.99833375,9.834766e-06
-1.0,0.9998922,3.874302e-06
-0.9762235,0.9999975,0.0
1.0,0.99988127,0.0
1.0,0.9975312,1.847744e-06
0.99999964,0.9995508,4.172325e-07
-0.99692696,0.9999907,0.0
-0.99999964,0.99998635,8.940697e-08
-0.9999561,0.99999964,0.0
1.0,0.9993666,4.7683716e-07
1.0,0.99960864,0.0
1.0,0.9980987,1.9669533e-06
0.99967813,0.99999917,0.0
-1.0,0.9999962,0.0
-1.0,0.9999986,0.0
-0.9999567,0.9999862,5.9604645e-08
0.99855983,0.9999979,0.0
1.0,0.99647963,4.9471855e-06
1.0,0.9994508,2.9802322e-08
-1.0,0.9999974,2.9802322e-08
1.0,0.99990994,2.9802322e-08
-0.9922272,0.99964786,3.5762787e-06
-0.99999994,0.99999994,0.0
-0.99998003,0.9999017,1.4007092e-06
-0.9999888,0.99959433,1.2606382e-05
-1.0,0.9999999,0.0
0.6309876,0.99999607,0.0
-0.95676035,0.9941585,0.00045275688
-0.9850708,0.9999995,0.0
1.0,0.9999304,0.0
-1.0,1.0,0.0
-1.0,0.99999994,0.0
0.99997133,0.9999896,0.0
-0.9999999,0.9999992,0.0
-0.7769679,0.9999999,0.0
-0.9935137,0.999998,0.0
-0.9990503,0.999987,2.9802322e-08
0.28590566,0.9999933,0.0
1.0,0.99218166,8.46386e-06
0.99895304,0.9995407,1.0430813e-06
1.0,0.99981046,5.9604645e-08
-0.9999907,0.9999915,2.9802322e-08
-0.99981904,0.99996316,1.4901161e-07
-1.0,0.9999999,0.0
-0.9999997,0.9995886,2.425909e-05
-1.0,0.9999999,0.0
-1.0,0.999998,2.9802322e-08
-1.0,0.9999924,1.1920929e-07
-0.9999997,0.9999993,0.0
0.86494714,0.99999774,0.0
0.99990463,0.999997,0.0
0.99999905,0.99999523,0.0
-1.0,0.9999999,0.0
0.99999994,0.99998796,0.0
0.99358773,0.9999927,0.0
-0.883506,0.99998105,2.9802322e-08
-1.0,0.99999994,0.0
-0.35263765,0.99999875,0.0
-0.99871624,0.99999964,0.0
-1.0,0.9999999,0.0
-1.0,0.9999999,0.0
1.0,0.98361087,6.4373016e-06
0.99999994,0.9998341,5.9604645e-08
-0.99999994,0.99999934,0.0
1.0,0.9999087,2.9802322e-08
-1.0,0.9993019,0.00015327334
0.99999887,0.9986744,3.0696392e-06
-1.0,0.99998975,1.1920929e-07
-1.0,0.99999994,0.0
0.89737034,0.99999535,0.0
0.9999989,0.99996376,0.0
-0.99999994,0.9999999,0.0
0.9999132,0.999979,0.0
-0.98116535,0.99964726,5.096197e-06
-0.9999999,0.9999996,0.0
-0.008037737,0.9999975,0.0
0.99996936,0.99999696,0.0
-0.9999997,0.9999999,0.0
-0.99998844,0.9999995,0.0
-1.0,0.9999167,2.9802322e-06
0.99999905,0.99996865,0.0
1.0,0.9999793,0.0
0.999853,0.99999535,0.0
1.0,0.99995923,0.0
-1.0,0.9999963,2.9802322e-08
1.0,0.99974734,0.0
1.0,0.9965772,1.5497208e-06
-1.0,1.0,0.0
-1.0,0.9999999,0.0
-0.999971,0.9999974,0.0
-1.0,0.9999994,0.0
0.99999994,0.9997431,1.1920929e-07
0.9999984,0.99999106,0.0
-1.0,0.99999976,0.0
-0.9999999,0.99999994,0.0
-0.9863053,0.9991565,2.0891428e-05
-0.99990946,0.99999774,0.0
-0.99603546,0.99999917,0.0
-0.9999999,1.0,0.0
-0.99996,0.9999982,0.0
-1.0,0.9999981,0.0
1.0,0.99990076,0.0
-0.9999978,0.99999946,0.0
1.0,0.99990344,0.0
-1.0,0.99998796,5.364418e-07
0.99930745,0.99512935,6.848574e-05
1.0,0.99852824,6.556511e-07
0.9999983,0.9989642,1.7881393e-06
-1.0,0.99999845,0.0
0.577699,0.99842185,2.3573637e-05
-0.99085414,0.9999697,8.940697e-08
1.0,0.99926835,2.9802322e-08
0.7796228,0.9999212,8.940697e-08
-1.0,0.9999999,0.0
-0.99999994,0.99999976,0.0
-0.9996712,0.9999877,2.9802322e-08
-0.9999998,0.9999986,0.0
-0.878916,0.99982214,1.1920929e-06
1.0,0.9999099,0.0
0.9991847,0.99797374,1.4781952e-05
-1.0,0.99999213,1.7881393e-07
1.0,0.9994097,5.9604645e-08
0.999998,0.99999344,0.0
-0.9759113,0.9999923,0.0
-1.0,0.9999995,0.0
-0.99991,0.99999976,0.0
0.98973,0.9999739,0.0
-0.9911279,0.99997485,5.9604645e-08
-1.0,0.9996138,0.0004877448
-0.9980708,0.9999993,0.0
1.0,0.97600496,2.2351742e-06
0.55445373,0.9999964,0.0
-0.9999828,0.9999995,0.0
0.99999994,0.99991906,2.9802322e-08
-0.9999934,0.99999684,0.0
1.0,0.997803,3.874302e-07
-1.0,0.99999917,0.0
0.9312881,0.99999934,0.0
0.9993167,0.99999356,0.0
-1.0,0.9999999,0.0
-1.0,1.0,0.0
-0.9995593,0.9999999,0.0
-1.0,0.9999999,0.0
-1.0,0.9999999,0.0
-1.0,0.9999994,0.0
-1.0,0.9999993,0.0
1.0,0.9999094,0.0
0.99999994,0.99998146,0.0
0.9996834,0.99757004,2.3394823e-05
1.0,0.9461874,9.462237e-05
0.9977935,0.9999991,0.0
-1.0,0.99999964,0.0
1.0,0.9991623,8.940697e-08
-1.0,1.0,0.0
1.0,0.99832594,4.172325e-07
-1.0,0.9999995,0.0
0.9999998,0.999858,5.9604645e-08
1.0,0.9988399,6.556511e-07
0.9411349,0.99819624,2.5063753e-05
-0.80709064,0.99999225,0.0
-0.9999839,0.9999989,0.0
0.99471587,0.99999714,0.0
1.0,0.9999506,0.0
-1.0,1.0,0.0
1.0,0.9993937,1.7881393e-07
0.9741265,0.99999774,0.0
-1.0,0.9999987,2.9802322e-08
1.0,0.9989848,8.940697e-08
1.0,0.99403006,2.7120113e-06
-1.0,1.0,0.0
-0.9999892,0.99999833,0.0
-1.0,1.0,0.0
1.0,0.9727901,0.00019848347
-1.0,0.9999982,0.0
1.0,0.9996897,2.9802322e-08
0.9999882,0.9998631,8.940697e-08
-1.0,0.99999994,0.0
-1.0,0.999999,0.0
1.0,0.9997896,0.0
1.0,0.9987043,2.9802322e-08
-0.9999999,0.99999976,0.0
0.6493893,0.9999969,0.0
-1.0,0.9999953,5.9604645e-08
1.0,0.99826884,1.7881393e-07
-0.98913276,0.99997485,2.9802322e-08
1.0,0.9905283,1.6391277e-06
1.0,0.9907086,6.198883e-06
-0.99999994,0.9999956,0.0
0.2818676,0.9989592,1.463294e-05
-0.91907996,0.99999416,0.0
-0.9999992,0.99999803,0.0
-0.99999994,0.9999995,0.0
0.7435953,0.99924254,5.155802e-06
-1.0,0.99985254,7.56979e-06
1.0,0.99965656,8.940697e-08
0.9995528,0.99999577,0.0
0.7866069,0.99923,4.8577785e-06
-0.024764033,0.9999843,0.0
0.9392082,0.9999987,0.0
-1.0,0.9999944,2.9802322e-08
-1.0,0.99999994,0.0
-1.0,1.0,0.0
-0.9040723,0.9997084,1.6987324e-06
0.9999876,0.9998352,8.940697e-08
1.0,0.9999832,0.0
-0.99999887,0.99979746,4.5895576e-06
-1.0,0.9999994,0.0
-0.9998903,0.9997541,3.427267e-06
1.0,0.9932891,1.1473894e-05
-1.0,0.99999905,0.0
-1.0,0.9999479,1.1324883e-06
0.9999989,0.99919045,1.1324883e-06
-0.9998092,0.9999998,0.0
0.82132,0.9999753,2.9802322e-08
0.9999265,0.9999661,0.0
-0.84646285,0.9999925,0.0
-0.998736,0.99999416,0.0
-0.99933374,0.9999971,0.0
-0.99598986,0.9999999,0.0
0.9996411,0.9999976,0.0
0.99365485,0.9999976,0.0
-0.9999987,0.9999175,9.536743e-07
1.0,0.9995725,1.4901161e-07
-0.99997944,0.9987439,9.0777874e-05
-0.99999976,0.9999992,0.0
-1.0,0.9999999,0.0
-1.0,0.9999999,0.0
0.999807,0.9976667,1.1861324e-05
0.9893298,0.99999845,0.0
1.0,0.9999571,0.0
-1.0,0.9999999,0.0
1.0,0.99992895,0.0
-0.9963806,0.9993255,1.5109777e-05
1.0,0.9999785,0.0
-1.0,0.9999853,8.34465e-07
-0.99999887,0.99917686,5.966425e-05
1.0,0.9999722,0.0
0.7694067,0.99997365,2.9802322e-08
-0.9999975,0.99999976,0.0
1.0,0.99746513,1.9967556e-06
-0.99999994,0.99999726,0.0
0.9999996,0.9926528,5.2034855e-05
-0.99999255,0.9998963,1.8775463e-06
-0.8926383,0.9999981,0.0
1.0,0.9709601,4.2021275e-06
-0.95786947,0.99999505,0.0
-0.98044163,0.99999964,0.0
-0.99999756,0.99990696,1.5497208e-06
-0.99999744,0.9999999,0.0
0.9997947,0.9999527,2.9802322e-08
0.9999848,0.9999909,0.0
0.99999756,0.9990832,1.7881393e-06
-1.0,0.9999844,4.4703484e-07
0.9999762,0.99984324,1.1920929e-07
-0.99995375,0.9996651,7.1823597e-06
-1.0,0.99999994,0.0
0.4843987,0.99999803,0.0
1.0,0.9664299,2.631545e-05
-1.0,0.9999997,0.0
-1.0,0.9999998,0.0
-1.0,1.0,0.0
-0.89745903,0.9999831,2.9802322e-08
-1.0,0.9999985,0.0
-0.99999076,0.9999997,0.0
0.9175315,0.9999984,0.0
-1.0,1.0,0.0
-1.0,0.99999875,0.0
-1.0,0.99999994,0.0
-0.9308452,0.99996865,5.9604645e-08
-0.9999941,0.9999989,0.0
-1.0,1.0,0.0
-1.0,0.99999905,0.0
0.9438786,0.9999958,0.0
-1.0,0.99999845,0.0
1.0,0.9876828,3.2782555e-06
-0.99999684,0.99999946,0.0
1.0,0.9897294,7.1525574e-07
-1.0,1.0,0.0
-1.0,0.99998045,1.2814999e-06
-1.0,1.0,0.0
-0.31639996,0.9984649,2.7030706e-05
-0.060906887,0.9990717,1.3768673e-05
0.9807289,0.99999905,0.0
-1.0,1.0,0.0
-1.0,1.0,0.0
-1.0,1.0,0.0
-1.0,0.99999994,0.0
-1.0,1.0,0.0
1.0,0.9995823,1.7881393e-07
-1.0,0.9999976,8.940697e-08
-0.999993,0.9999908,2.9802322e-08
0.80681646,0.99999905,0.0
-1.0,0.99999964,0.0
-0.77794474,0.99971414,1.7881393e-06
-0.95799667,0.99999344,0.0
0.9999091,0.9996624,5.066395e-07
-0.89375615,0.99999785,0.0
-1.0,0.99999994,0.0
1.0,0.99882936,8.046627e-07
-1.0,0.99999994,0.0
0.82107043,0.9999863,0.0
1.0,0.9839334,8.195639e-06
-0.9905205,0.9999995,0.0
-1.0,0.9999998,0.0
1.0,0.9984795,5.9604645e-08
1.0,0.9982709,9.834766e-07
-0.9999999,0.9999999,0.0
-1.0,0.9999999,0.0
-1.0,0.9999995,0.0
1.0,0.99997437,0.0
-1.0,0.9999971,2.9802322e-08
1.0,0.9999519,0.0
-1.0,0.9999998,0.0
-0.52822477,0.9999622,5.9604645e-08
-0.9965354,0.99999976,0.0
-0.99999595,0.99999917,0.0
-0.9999972,0.99999976,0.0
0.99946344,0.9999984,0.0
1.0,0.987121,1.9043684e-05
-0.99976337,0.9999937,0.0
1.0,0.9972682,5.9604645e-08
0.9999999,0.99999493,0.0
0.99999994,0.9999373,0.0
-0.9999914,0.99999964,0.0
-1.0,0.9999998,0.0
-1.0,0.9999998,0.0
-1.0,0.9999997,0.0
-0.99962497,0.99992836,5.066395e-07
-1.0,1.0,0.0
-1.0,0.99926174,0.00013700128
-0.54644835,0.9992558,7.95722e-06
-1.0,0.99999917,0.0
0.9762506,0.9993924,3.4868717e-06
-0.9999985,0.99999934,0.0
-1.0,0.9999993,0.0
-0.9999992,0.9999195,1.4007092e-06
1.0,0.99995863,0.0
-1.0,0.99999917,0.0
-1.0,1.0,0.0
1.0,0.99808276,1.4603138e-06
0.7625307,0.99956584,2.1457672e-06
-0.72630364,0.99999714,0.0
-0.9998721,0.99999976,0.0
1.0,0.9998658,0.0
-1.0,1.0,0.0
-0.8958912,0.99995565,8.940697e-08
-1.0,0.9999999,0.0
-1.0,0.9999381,9.298325e-06
-1.0,0.99999976,0.0
-1.0,0.99999964,0.0
1.0,0.9984391,2.682209e-07
-0.99999917,0.9999998,0.0
-1.0,0.99999994,0.0
0.99985874,0.999838,1.4901161e-07
0.99999994,0.97183335,0.0003643334
-1.0,1.0,0.0
-0.99866116,0.9999747,5.9604645e-08
1.0,0.9993579,2.3841858e-07
1.0,0.99116904,1.8775463e-06
-1.0,0.9999987,0.0
0.9999986,0.9998286,5.9604645e-08
-1.0,0.99999946,0.0
0.99989635,0.99997663,0.0
0.9886698,0.99999785,0.0
-1.0,1.0,0.0
-0.99964607,0.9997386,4.3809414e-06
0.57477987,0.9999981,0.0
-1.0,0.99995744,1.4901161e-06
-0.99999994,0.9999994,0.0
1.0,0.97573054,4.5597553e-06
1.0,0.99765646,8.940697e-07
1.0,0.99998224,0.0
-0.9948336,0.99998784,0.0
-1.0,0.9999994,0.0
0.9998109,0.99992096,5.9604645e-08
-0.69871473,0.9999962,0.0
0.5651695,0.99999845,0.0
1.0,0.99970293,2.9802322e-08
-0.9999999,0.9999964,0.0
-1.0,0.9994222,9.351969e-05
-0.99985474,0.9999932,0.0
0.8984236,0.9999968,0.0
-0.9999571,0.9994873,1.7493963e-05
0.9950199,0.9981826,1.31726265e-05
-0.9999928,1.0,0.0
-1.0,0.9999751,5.9604645e-07
0.99811614,0.9999584,2.9802322e-08
1.0,0.9998066,2.9802322e-08
-1.0,0.99999267,1.1920929e-07
0.9999769,0.9999811,0.0
-0.9990867,0.99999946,0.0
1.0,0.9999256,0.0
0.9999844,0.99984264,1.1920929e-07
-1.0,0.99999994,0.0
-0.9999991,0.9996977,1.6629696e-05
0.9087718,0.999349,3.4570694e-06
-1.0,0.9999758,8.6426735e-07
1.0,0.99988467,0.0
-1.0,1.0,0.0
-1.0,0.99999964,0.0
-1.0,0.9999994,0.0
-1.0,0.9999721,2.6524067e-06
-0.9936158,0.99958736,7.4207783e-06
0.97905564,0.9999988,0.0
-0.9999773,0.99863243,0.00011757016
-0.99999976,0.99999976,0.0
-1.0,1.0,0.0
-1.0,0.9999862,1.4901161e-07
0.76690733,0.99992764,8.940697e-08
-0.99592113,0.9999937,0.0
-1.0,0.9999936,2.9802322e-08
-0.2063988,0.99989516,3.5762787e-07
1.0,0.99929786,5.9604645e-08
-0.9998901,0.9999999,0.0
-0.8555025,0.99999523,0.0
-1.0,1.0,0.0
1.0,0.9998536,2.9802322e-08
0.99958295,0.9999132,5.9604645e-08
-0.99856955,0.9999982,0.0
-1.0,0.99997795,3.0398369e-06
0.99878126,0.9995749,1.3411045e-06
-0.9950974,0.99999857,0.0
-1.0,0.9999999,0.0
-0.99997586,0.9999993,0.0
1.0,0.99827635,1.6987324e-06
1.0,0.99801064,7.4505806e-07
0.9480387,0.99993277,8.940697e-08
1.0,0.9994465,2.9802322e-08
-1.0,0.99980414,1.5586615e-05
-1.0,0.999722,2.1785498e-05
0.9993847,0.99984384,1.7881393e-07
1.0,0.99057454,1.4007092e-06
-0.89490014,0.99998283,2.9802322e-08
-1.0,0.9999995,0.0
0.9999997,0.9997471,1.4901161e-07
-1.0,0.99999034,8.940697e-08
0.9986008,0.9972323,2.5629997e-05
0.9999878,0.99998426,0.0
1.0,0.9997082,2.9802322e-08
0.99999976,0.9999815,0.0
1.0,0.9510463,1.2874603e-05
-0.9999981,0.99999887,0.0
1.0,0.9990505,8.046627e-07
0.8228946,0.9999988,0.0
-1.0,0.99995494,5.096197e-06
1.0,0.9994874,0.0
-0.9712082,0.9999999,0.0
-0.92939025,0.9999999,0.0
-1.0,0.9999999,0.0
0.10983312,0.9999993,0.0
0.99878186,0.9988563,6.3478947e-06
-0.9999982,0.9999999,0.0
1.0,0.99995786,0.0
-1.0,0.9999336,3.9041042e-06
0.16431016,0.99992466,1.4901161e-07
0.75614375,0.99999607,0.0
0.9983771,0.99927235,2.5629997e-06
-0.9999998,0.9999611,5.9604645e-07
0.75595576,0.99990857,1.1920929e-07
0.9907595,0.99998844,0.0
-1.0,0.99989593,1.30832195e-05
0.99999976,0.9969166,9.328127e-06
1.0,0.9998998,0.0
-1.0,0.9999633,1.9967556e-06
-0.99991894,0.9999999,0.0
-0.9999897,0.9999995,0.0
-1.0,0.99999964,0.0
-1.0,0.99999225,8.940697e-08
-0.9999997,0.9998287,5.3048134e-06
0.99971753,0.999981,0.0
0.9990617,0.9977287,1.7553568e-05
-1.0,0.99999934,0.0
-0.9903998,0.9999969,0.0
-1.0,1.0,0.0
1.0,0.9989939,2.3841858e-07
-0.9999995,0.99999934,0.0
-1.0,0.99999994,0.0
0.7210685,0.99999917,0.0
0.99953836,0.9999465,2.9802322e-08
0.9990639,0.9999976,0.0
-1.0,1.0,0.0
-0.0109176915,0.9999997,0.0
-0.99998003,0.9999999,0.0
0.9999999,0.9999794,0.0
-1.0,0.99999994,0.0
-0.692194,0.9999782,2.9802322e-08
0.9969961,0.9999335,5.9604645e-08
-1.0,0.99999815,0.0
-1.0,0.9999998,0.0
-0.9924326,0.99999976,0.0
-0.99997616,0.99997103,2.0861626e-07
0.99622005,0.999974,0.0
-0.33021116,0.99999696,0.0
-1.0,0.9999971,2.9802322e-08
0.99995106,0.9995179,9.23872e-07
0.979105,0.9999844,0.0
-0.99852276,0.9999998,0.0
-1.0,0.9999999,0.0
1.0,0.99963766,0.0
-1.0,0.9999999,0.0
0.9999572,0.9999931,0.0
-1.0,0.9999995,0.0
1.0,0.9941625,9.089708e-06
0.84790117,0.99999845,0.0
0.9999718,0.9999856,0.0
0.99999994,0.9999676,0.0
-1.0,0.99999994,0.0
-0.9999928,0.9999999,0.0
-0.99925655,0.99999976,0.0
-0.99999994,0.9999983,0.0
-0.99999946,0.99999964,0.0
0.99297315,0.9999913,0.0
-0.99999994,0.9999968,0.0
-1.0,0.9999997,0.0
0.9850751,0.9976406,2.6613474e-05
-1.0,0.9999999,0.0
1.0,0.999409,3.2782555e-07
1.0,0.99992675,0.0
-1.0,0.99990976,8.702278e-06
-0.47519264,0.9999994,0.0
-0.9999951,0.9999912,2.9802322e-08
-1.0,1.0,0.0
0.9914319,0.99998784,0.0
-0.98062277,0.99963915,4.082918e-06
-1.0,0.9999987,2.9802322e-08
0.9999056,0.9998957,5.9604645e-08
0.97756046,0.9999973,0.0
-1.0,0.99980587,2.1398067e-05
-0.9999999,0.99999946,0.0
-0.99996877,0.9999368,3.874302e-07
1.0,0.9593744,4.053116e-06
-1.0,0.9999999,0.0
-0.98330736,0.99999994,0.0
-0.94450223,0.9999274,2.0861626e-07
-0.07205249,0.9999936,0.0
1.0,0.9964527,1.013279e-06
1.0,0.9999834,0.0
-0.99999845,0.9999975,0.0
-0.9999999,0.9999999,0.0
0.9803467,0.99987996,2.0861626e-07
-0.9918754,0.9999994,0.0
-1.0,1.0,0.0
0.8625656,0.999996,0.0
1.0,0.9999861,0.0
-1.0,0.9999909,8.940697e-08
0.9999905,0.99697244,1.6480684e-05
-0.99998045,0.999359,2.9444695e-05
-1.0,0.99925005,9.229779e-05
-0.9897919,0.9999939,0.0
-0.95690286,0.9996435,3.1888485e-06
0.61949664,0.99998033,0.0
1.0,0.99987125,0.0
-0.99999803,0.99999356,2.9802322e-08
1.0,0.9996295,1.7881393e-07
1.0,0.9998708,0.0
0.99998456,0.9999962,0.0
0.9081563,0.99999815,0.0
-1.0,0.99999726,2.9802322e-08
